t,x_cubeOne(t),x_cubeTwo(t),v_cubeOne(t),v_cubeTwo(t),p_cubeOne(t),p_cubeTwo(t)
0.4399979,1.83829,-4.35,0.2194989,0,0.4389979,0
0.4409979,1.83851,-4.35,0.2199989,0,0.4399979,0
0.4419979,1.83873,-4.35,0.2204989,0,0.4409979,0
0.4429978,1.838951,-4.35,0.2209989,0,0.4419979,0
0.4439978,1.839173,-4.35,0.2214989,0,0.4429978,0
0.4449978,1.839395,-4.35,0.2219989,0,0.4439978,0
0.4459978,1.839617,-4.35,0.2224989,0,0.4449978,0
0.4469978,1.83984,-4.35,0.2229989,0,0.4459978,0
0.4479978,1.840064,-4.35,0.2234989,0,0.4469978,0
0.4489978,1.840288,-4.35,0.2239989,0,0.4479978,0
0.4499978,1.840512,-4.35,0.2244989,0,0.4489978,0
0.4509977,1.840737,-4.35,0.2249989,0,0.4499978,0
0.4519977,1.840963,-4.35,0.2254989,0,0.4509977,0
0.4529977,1.841189,-4.35,0.2259989,0,0.4519977,0
0.4539977,1.841415,-4.35,0.2264989,0,0.4529977,0
0.4549977,1.841642,-4.35,0.2269989,0,0.4539977,0
0.4559977,1.84187,-4.35,0.2274988,0,0.4549977,0
0.4569977,1.842098,-4.35,0.2279988,0,0.4559977,0
0.4579976,1.842326,-4.35,0.2284988,0,0.4569977,0
0.4589976,1.842555,-4.35,0.2289988,0,0.4579976,0
0.4599976,1.842785,-4.35,0.2294988,0,0.4589976,0
0.4609976,1.843015,-4.35,0.2299988,0,0.4599976,0
0.4619976,1.843245,-4.35,0.2304988,0,0.4609976,0
0.4629976,1.843476,-4.35,0.2309988,0,0.4619976,0
0.4639976,1.843708,-4.35,0.2314988,0,0.4629976,0
0.4649976,1.84394,-4.35,0.2319988,0,0.4639976,0
0.4659975,1.844172,-4.35,0.2324988,0,0.4649976,0
0.4669975,1.844405,-4.35,0.2329988,0,0.4659975,0
0.4679975,1.844639,-4.35,0.2334988,0,0.4669975,0
0.4689975,1.844873,-4.35,0.2339988,0,0.4679975,0
0.4699975,1.845107,-4.35,0.2344988,0,0.4689975,0
0.4709975,1.845342,-4.35,0.2349987,0,0.4699975,0
0.4719975,1.845578,-4.35,0.2354987,0,0.4709975,0
0.4729975,1.845814,-4.35,0.2359987,0,0.4719975,0
0.4739974,1.84605,-4.35,0.2364987,0,0.4729975,0
0.4749974,1.846287,-4.35,0.2369987,0,0.4739974,0
0.4759974,1.846525,-4.35,0.2374987,0,0.4749974,0
0.4769974,1.846763,-4.35,0.2379987,0,0.4759974,0
0.4779974,1.847001,-4.35,0.2384987,0,0.4769974,0
0.4789974,1.84724,-4.35,0.2389987,0,0.4779974,0
0.4799974,1.84748,-4.35,0.2394987,0,0.4789974,0
0.4809974,1.84772,-4.35,0.2399987,0,0.4799974,0
0.4819973,1.84796,-4.35,0.2404987,0,0.4809974,0
0.4829973,1.848201,-4.35,0.2409987,0,0.4819973,0
0.4839973,1.848443,-4.35,0.2414987,0,0.4829973,0
0.4849973,1.848685,-4.35,0.2419987,0,0.4839973,0
0.4859973,1.848927,-4.35,0.2424987,0,0.4849973,0
0.4869973,1.84917,-4.35,0.2429986,0,0.4859973,0
0.4879973,1.849414,-4.35,0.2434986,0,0.4869973,0
0.4889973,1.849658,-4.35,0.2439986,0,0.4879973,0
0.4899972,1.849902,-4.35,0.2444986,0,0.4889973,0
0.4909972,1.850147,-4.35,0.2449986,0,0.4899972,0
0.4919972,1.850393,-4.35,0.2454986,0,0.4909972,0
0.4929972,1.850639,-4.35,0.2459986,0,0.4919972,0
0.4939972,1.850885,-4.35,0.2464986,0,0.4929972,0
0.4949972,1.851132,-4.35,0.2469986,0,0.4939972,0
0.4959972,1.85138,-4.35,0.2474986,0,0.4949972,0
0.4969971,1.851628,-4.35,0.2479986,0,0.4959972,0
0.4979971,1.851876,-4.35,0.2484986,0,0.4969971,0
0.4989971,1.852125,-4.35,0.2489986,0,0.4979971,0
0.4999971,1.852375,-4.35,0.2494986,0,0.4989971,0
0.5009971,1.852625,-4.35,0.2499986,0,0.4999971,0
0.5019971,1.852875,-4.35,0.2504986,0,0.5009971,0
0.5029971,1.853126,-4.35,0.2509986,0,0.5019971,0
0.5039971,1.853378,-4.35,0.2514986,0,0.5029971,0
0.5049971,1.85363,-4.35,0.2519985,0,0.5039971,0
0.5059971,1.853882,-4.35,0.2524985,0,0.5049971,0
0.506997,1.854135,-4.35,0.2529985,0,0.5059971,0
0.507997,1.854389,-4.35,0.2534985,0,0.506997,0
0.508997,1.854643,-4.35,0.2539985,0,0.507997,0
0.509997,1.854897,-4.35,0.2544985,0,0.508997,0
0.510997,1.855152,-4.35,0.2549985,0,0.509997,0
0.511997,1.855408,-4.35,0.2554985,0,0.510997,0
0.512997,1.855664,-4.35,0.2559985,0,0.511997,0
0.513997,1.85592,-4.35,0.2564985,0,0.512997,0
0.5149969,1.856177,-4.35,0.2569985,0,0.513997,0
0.5159969,1.856435,-4.35,0.2574985,0,0.5149969,0
0.5169969,1.856693,-4.35,0.2579985,0,0.5159969,0
0.5179969,1.856951,-4.35,0.2584985,0,0.5169969,0
0.5189969,1.85721,-4.35,0.2589985,0,0.5179969,0
0.5199969,1.85747,-4.35,0.2594984,0,0.5189969,0
0.5209969,1.85773,-4.35,0.2599984,0,0.5199969,0
0.5219969,1.85799,-4.35,0.2604984,0,0.5209969,0
0.5229968,1.858251,-4.35,0.2609984,0,0.5219969,0
0.5239968,1.858513,-4.35,0.2614984,0,0.5229968,0
0.5249968,1.858775,-4.35,0.2619984,0,0.5239968,0
0.5259968,1.859037,-4.35,0.2624984,0,0.5249968,0
0.5269968,1.8593,-4.35,0.2629984,0,0.5259968,0
0.5279968,1.859564,-4.35,0.2634984,0,0.5269968,0
0.5289968,1.859828,-4.35,0.2639984,0,0.5279968,0
0.5299968,1.860092,-4.35,0.2644984,0,0.5289968,0
0.5309967,1.860357,-4.35,0.2649984,0,0.5299968,0
0.5319967,1.860623,-4.35,0.2654984,0,0.5309967,0
0.5329967,1.860889,-4.35,0.2659984,0,0.5319967,0
0.5339967,1.861155,-4.35,0.2664984,0,0.5329967,0
0.5349967,1.861422,-4.35,0.2669984,0,0.5339967,0
0.5359967,1.86169,-4.35,0.2674983,0,0.5349967,0
0.5369967,1.861958,-4.35,0.2679983,0,0.5359967,0
0.5379966,1.862226,-4.35,0.2684983,0,0.5369967,0
0.5389966,1.862495,-4.35,0.2689983,0,0.5379966,0
0.5399966,1.862765,-4.35,0.2694983,0,0.5389966,0
0.5409966,1.863035,-4.35,0.2699983,0,0.5399966,0
0.5419966,1.863305,-4.35,0.2704983,0,0.5409966,0
0.5429966,1.863576,-4.35,0.2709983,0,0.5419966,0
0.5439966,1.863848,-4.35,0.2714983,0,0.5429966,0
0.5449966,1.86412,-4.35,0.2719983,0,0.5439966,0
0.5459965,1.864392,-4.35,0.2724983,0,0.5449966,0
0.5469965,1.864665,-4.35,0.2729983,0,0.5459965,0
0.5479965,1.864939,-4.35,0.2734983,0,0.5469965,0
0.5489965,1.865213,-4.35,0.2739983,0,0.5479965,0
0.5499965,1.865487,-4.35,0.2744983,0,0.5489965,0
0.5509965,1.865762,-4.35,0.2749982,0,0.5499965,0
0.5519965,1.866038,-4.35,0.2754982,0,0.5509965,0
0.5529965,1.866314,-4.35,0.2759982,0,0.5519965,0
0.5539964,1.86659,-4.35,0.2764982,0,0.5529965,0
0.5549964,1.866867,-4.35,0.2769982,0,0.5539964,0
0.5559964,1.867145,-4.35,0.2774982,0,0.5549964,0
0.5569964,1.867423,-4.35,0.2779982,0,0.5559964,0
0.5579964,1.867701,-4.35,0.2784982,0,0.5569964,0
0.5589964,1.86798,-4.35,0.2789982,0,0.5579964,0
0.5599964,1.86826,-4.35,0.2794982,0,0.5589964,0
0.5609964,1.86854,-4.35,0.2799982,0,0.5599964,0
0.5619963,1.86882,-4.35,0.2804982,0,0.5609964,0
0.5629963,1.869101,-4.35,0.2809982,0,0.5619963,0
0.5639963,1.869383,-4.35,0.2814982,0,0.5629963,0
0.5649963,1.869665,-4.35,0.2819982,0,0.5639963,0
0.5659963,1.869947,-4.35,0.2824982,0,0.5649963,0
0.5669963,1.87023,-4.35,0.2829981,0,0.5659963,0
0.5679963,1.870514,-4.35,0.2834981,0,0.5669963,0
0.5689963,1.870798,-4.35,0.2839981,0,0.5679963,0
0.5699962,1.871082,-4.35,0.2844981,0,0.5689963,0
0.5709962,1.871367,-4.35,0.2849981,0,0.5699962,0
0.5719962,1.871653,-4.35,0.2854981,0,0.5709962,0
0.5729962,1.871939,-4.35,0.2859981,0,0.5719962,0
0.5739962,1.872225,-4.35,0.2864981,0,0.5729962,0
0.5749962,1.872512,-4.35,0.2869981,0,0.5739962,0
0.5759962,1.8728,-4.35,0.2874981,0,0.5749962,0
0.5769961,1.873088,-4.35,0.2879981,0,0.5759962,0
0.5779961,1.873376,-4.35,0.2884981,0,0.5769961,0
0.5789961,1.873665,-4.35,0.2889981,0,0.5779961,0
0.5799961,1.873955,-4.35,0.2894981,0,0.5789961,0
0.5809961,1.874245,-4.35,0.2899981,0,0.5799961,0
0.5819961,1.874535,-4.35,0.290498,0,0.5809961,0
0.5829961,1.874826,-4.35,0.290998,0,0.5819961,0
0.5839961,1.875118,-4.35,0.291498,0,0.5829961,0
0.584996,1.875409,-4.35,0.291998,0,0.5839961,0
0.585996,1.875702,-4.35,0.292498,0,0.584996,0
0.586996,1.875995,-4.35,0.292998,0,0.585996,0
0.587996,1.876289,-4.35,0.293498,0,0.586996,0
0.588996,1.876583,-4.35,0.293998,0,0.587996,0
0.589996,1.876877,-4.35,0.294498,0,0.588996,0
0.590996,1.877172,-4.35,0.294998,0,0.589996,0
0.591996,1.877468,-4.35,0.295498,0,0.590996,0
0.5929959,1.877764,-4.35,0.295998,0,0.591996,0
0.5939959,1.87806,-4.35,0.296498,0,0.5929959,0
0.5949959,1.878357,-4.35,0.296998,0,0.5939959,0
0.5959959,1.878654,-4.35,0.297498,0,0.5949959,0
0.5969959,1.878953,-4.35,0.297998,0,0.5959959,0
0.5979959,1.879251,-4.35,0.2984979,0,0.5969959,0
0.5989959,1.87955,-4.35,0.2989979,0,0.5979959,0
0.5999959,1.879849,-4.35,0.2994979,0,0.5989959,0
0.6009958,1.880149,-4.35,0.2999979,0,0.5999959,0
0.6019958,1.88045,-4.35,0.3004979,0,0.6009958,0
0.6029958,1.880751,-4.35,0.3009979,0,0.6019958,0
0.6039958,1.881052,-4.35,0.3014979,0,0.6029958,0
0.6049958,1.881354,-4.35,0.3019979,0,0.6039958,0
0.6059958,1.881657,-4.35,0.3024979,0,0.6049958,0
0.6069958,1.88196,-4.35,0.3029979,0,0.6059958,0
0.6079957,1.882264,-4.35,0.3034979,0,0.6069958,0
0.6089957,1.882568,-4.35,0.3039979,0,0.6079957,0
0.6099957,1.882872,-4.35,0.3044979,0,0.6089957,0
0.6109957,1.883177,-4.35,0.3049979,0,0.6099957,0
0.6119957,1.883483,-4.35,0.3054979,0,0.6109957,0
0.6129957,1.883789,-4.35,0.3059978,0,0.6119957,0
0.6139957,1.884095,-4.35,0.3064978,0,0.6129957,0
0.6149957,1.884402,-4.35,0.3069978,0,0.6139957,0
0.6159956,1.884709,-4.35,0.3074978,0,0.6149957,0
0.6169956,1.885018,-4.35,0.3079978,0,0.6159956,0
0.6179956,1.885326,-4.35,0.3084978,0,0.6169956,0
0.6189956,1.885635,-4.35,0.3089978,0,0.6179956,0
0.6199956,1.885944,-4.35,0.3094978,0,0.6189956,0
0.6209956,1.886254,-4.35,0.3099978,0,0.6199956,0
0.6219956,1.886565,-4.35,0.3104978,0,0.6209956,0
0.6229956,1.886876,-4.35,0.3109978,0,0.6219956,0
0.6239955,1.887187,-4.35,0.3114978,0,0.6229956,0
0.6249955,1.887499,-4.35,0.3119978,0,0.6239955,0
0.6259955,1.887812,-4.35,0.3124978,0,0.6249955,0
0.6269955,1.888125,-4.35,0.3129978,0,0.6259955,0
0.6279955,1.888438,-4.35,0.3134978,0,0.6269955,0
0.6289955,1.888752,-4.35,0.3139977,0,0.6279955,0
0.6299955,1.889067,-4.35,0.3144977,0,0.6289955,0
0.6309955,1.889382,-4.35,0.3149977,0,0.6299955,0
0.6319954,1.889697,-4.35,0.3154977,0,0.6309955,0
0.6329954,1.890013,-4.35,0.3159977,0,0.6319954,0
0.6339954,1.89033,-4.35,0.3164977,0,0.6329954,0
0.6349954,1.890647,-4.35,0.3169977,0,0.6339954,0
0.6359954,1.890964,-4.35,0.3174977,0,0.6349954,0
0.6369954,1.891282,-4.35,0.3179977,0,0.6359954,0
0.6379954,1.891601,-4.35,0.3184977,0,0.6369954,0
0.6389953,1.89192,-4.35,0.3189977,0,0.6379954,0
0.6399953,1.892239,-4.35,0.3194977,0,0.6389953,0
0.6409953,1.892559,-4.35,0.3199977,0,0.6399953,0
0.6419953,1.89288,-4.35,0.3204977,0,0.6409953,0
0.6429953,1.893201,-4.35,0.3209977,0,0.6419953,0
0.6439953,1.893523,-4.35,0.3214976,0,0.6429953,0
0.6449953,1.893844,-4.35,0.3219976,0,0.6439953,0
0.6459953,1.894167,-4.35,0.3224976,0,0.6449953,0
0.6469952,1.89449,-4.35,0.3229976,0,0.6459953,0
0.6479952,1.894814,-4.35,0.3234976,0,0.6469952,0
0.6489952,1.895138,-4.35,0.3239976,0,0.6479952,0
0.6499952,1.895462,-4.35,0.3244976,0,0.6489952,0
0.6509952,1.895787,-4.35,0.3249976,0,0.6499952,0
0.6519952,1.896112,-4.35,0.3254976,0,0.6509952,0
0.6529952,1.896438,-4.35,0.3259976,0,0.6519952,0
0.6539952,1.896765,-4.35,0.3264976,0,0.6529952,0
0.6549951,1.897092,-4.35,0.3269976,0,0.6539952,0
0.6559951,1.897419,-4.35,0.3274976,0,0.6549951,0
0.6569951,1.897747,-4.35,0.3279976,0,0.6559951,0
0.6579951,1.898076,-4.35,0.3284976,0,0.6569951,0
0.6589951,1.898405,-4.35,0.3289976,0,0.6579951,0
0.6599951,1.898734,-4.35,0.3294975,0,0.6589951,0
0.6609951,1.899064,-4.35,0.3299975,0,0.6599951,0
0.6619951,1.899395,-4.35,0.3304975,0,0.6609951,0
0.662995,1.899726,-4.35,0.3309975,0,0.6619951,0
0.663995,1.900057,-4.35,0.3314975,0,0.662995,0
0.664995,1.900389,-4.35,0.3319975,0,0.663995,0
0.665995,1.900722,-4.35,0.3324975,0,0.664995,0
0.666995,1.901055,-4.35,0.3329975,0,0.665995,0
0.667995,1.901388,-4.35,0.3334975,0,0.666995,0
0.668995,1.901722,-4.35,0.3339975,0,0.667995,0
0.669995,1.902057,-4.35,0.3344975,0,0.668995,0
0.6709949,1.902392,-4.35,0.3349975,0,0.669995,0
0.6719949,1.902727,-4.35,0.3354975,0,0.6709949,0
0.6729949,1.903063,-4.35,0.3359975,0,0.6719949,0
0.6739949,1.9034,-4.35,0.3364975,0,0.6729949,0
0.6749949,1.903737,-4.35,0.3369974,0,0.6739949,0
0.6759949,1.904074,-4.35,0.3374974,0,0.6749949,0
0.6769949,1.904412,-4.35,0.3379974,0,0.6759949,0
0.6779948,1.904751,-4.35,0.3384974,0,0.6769949,0
0.6789948,1.90509,-4.35,0.3389974,0,0.6779948,0
0.6799948,1.905429,-4.35,0.3394974,0,0.6789948,0
0.6809948,1.905769,-4.35,0.3399974,0,0.6799948,0
0.6819948,1.90611,-4.35,0.3404974,0,0.6809948,0
0.6829948,1.906451,-4.35,0.3409974,0,0.6819948,0
0.6839948,1.906792,-4.35,0.3414974,0,0.6829948,0
0.6849948,1.907134,-4.35,0.3419974,0,0.6839948,0
0.6859947,1.907477,-4.35,0.3424974,0,0.6849948,0
0.6869947,1.90782,-4.35,0.3429974,0,0.6859947,0
0.6879947,1.908163,-4.35,0.3434974,0,0.6869947,0
0.6889947,1.908507,-4.35,0.3439974,0,0.6879947,0
0.6899947,1.908852,-4.35,0.3444974,0,0.6889947,0
0.6909947,1.909197,-4.35,0.3449973,0,0.6899947,0
0.6919947,1.909542,-4.35,0.3454973,0,0.6909947,0
0.6929947,1.909888,-4.35,0.3459973,0,0.6919947,0
0.6939946,1.910235,-4.35,0.3464973,0,0.6929947,0
0.6949946,1.910582,-4.35,0.3469973,0,0.6939946,0
0.6959946,1.910929,-4.35,0.3474973,0,0.6949946,0
0.6969946,1.911277,-4.35,0.3479973,0,0.6959946,0
0.6979946,1.911626,-4.35,0.3484973,0,0.6969946,0
0.6989946,1.911975,-4.35,0.3489973,0,0.6979946,0
0.6999946,1.912324,-4.35,0.3494973,0,0.6989946,0
0.7009946,1.912674,-4.35,0.3499973,0,0.6999946,0
0.7019945,1.913025,-4.35,0.3504973,0,0.7009946,0
0.7029945,1.913376,-4.35,0.3509973,0,0.7019945,0
0.7039945,1.913727,-4.35,0.3514973,0,0.7029945,0
0.7049945,1.914079,-4.35,0.3519973,0,0.7039945,0
0.7059945,1.914432,-4.35,0.3524972,0,0.7049945,0
0.7069945,1.914785,-4.35,0.3529972,0,0.7059945,0
0.7079945,1.915138,-4.35,0.3534972,0,0.7069945,0
0.7089944,1.915492,-4.35,0.3539972,0,0.7079945,0
0.7099944,1.915847,-4.35,0.3544972,0,0.7089944,0
0.7109944,1.916202,-4.35,0.3549972,0,0.7099944,0
0.7119944,1.916557,-4.35,0.3554972,0,0.7109944,0
0.7129944,1.916913,-4.35,0.3559972,0,0.7119944,0
0.7139944,1.91727,-4.35,0.3564972,0,0.7129944,0
0.7149944,1.917627,-4.35,0.3569972,0,0.7139944,0
0.7159944,1.917984,-4.35,0.3574972,0,0.7149944,0
0.7169943,1.918342,-4.35,0.3579972,0,0.7159944,0
0.7179943,1.918701,-4.35,0.3584972,0,0.7169943,0
0.7189943,1.91906,-4.35,0.3589972,0,0.7179943,0
0.7199943,1.919419,-4.35,0.3594972,0,0.7189943,0
0.7209943,1.919779,-4.35,0.3599972,0,0.7199943,0
0.7219943,1.92014,-4.35,0.3604971,0,0.7209943,0
0.7229943,1.920501,-4.35,0.3609971,0,0.7219943,0
0.7239943,1.920862,-4.35,0.3614971,0,0.7229943,0
0.7249942,1.921224,-4.35,0.3619971,0,0.7239943,0
0.7259942,1.921587,-4.35,0.3624971,0,0.7249942,0
0.7269942,1.92195,-4.35,0.3629971,0,0.7259942,0
0.7279942,1.922313,-4.35,0.3634971,0,0.7269942,0
0.7289942,1.922677,-4.35,0.3639971,0,0.7279942,0
0.7299942,1.923042,-4.35,0.3644971,0,0.7289942,0
0.7309942,1.923407,-4.35,0.3649971,0,0.7299942,0
0.7319942,1.923772,-4.35,0.3654971,0,0.7309942,0
0.7329941,1.924138,-4.35,0.3659971,0,0.7319942,0
0.7339941,1.924505,-4.35,0.3664971,0,0.7329941,0
0.7349941,1.924872,-4.35,0.3669971,0,0.7339941,0
0.7359941,1.925239,-4.35,0.3674971,0,0.7349941,0
0.7369941,1.925607,-4.35,0.3679971,0,0.7359941,0
0.7379941,1.925976,-4.35,0.368497,0,0.7369941,0
0.7389941,1.926345,-4.35,0.368997,0,0.7379941,0
0.739994,1.926714,-4.35,0.369497,0,0.7389941,0
0.740994,1.927084,-4.35,0.369997,0,0.739994,0
0.741994,1.927455,-4.35,0.370497,0,0.740994,0
0.742994,1.927826,-4.35,0.370997,0,0.741994,0
0.743994,1.928197,-4.35,0.371497,0,0.742994,0
0.744994,1.928569,-4.35,0.371997,0,0.743994,0
0.745994,1.928942,-4.35,0.372497,0,0.744994,0
0.746994,1.929315,-4.35,0.372997,0,0.745994,0
0.7479939,1.929688,-4.35,0.373497,0,0.746994,0
0.7489939,1.930062,-4.35,0.373997,0,0.7479939,0
0.7499939,1.930437,-4.35,0.374497,0,0.7489939,0
0.7509939,1.930812,-4.35,0.374997,0,0.7499939,0
0.7519939,1.931187,-4.35,0.375497,0,0.7509939,0
0.7529939,1.931563,-4.35,0.3759969,0,0.7519939,0
0.7539939,1.93194,-4.35,0.3764969,0,0.7529939,0
0.7549939,1.932317,-4.35,0.3769969,0,0.7539939,0
0.7559938,1.932694,-4.35,0.3774969,0,0.7549939,0
0.7569938,1.933072,-4.35,0.3779969,0,0.7559938,0
0.7579938,1.933451,-4.35,0.3784969,0,0.7569938,0
0.7589938,1.93383,-4.35,0.3789969,0,0.7579938,0
0.7599938,1.934209,-4.35,0.3794969,0,0.7589938,0
0.7609938,1.934589,-4.35,0.3799969,0,0.7599938,0
0.7619938,1.93497,-4.35,0.3804969,0,0.7609938,0
0.7629938,1.935351,-4.35,0.3809969,0,0.7619938,0
0.7639937,1.935732,-4.35,0.3814969,0,0.7629938,0
0.7649937,1.936114,-4.35,0.3819969,0,0.7639937,0
0.7659937,1.936497,-4.35,0.3824969,0,0.7649937,0
0.7669937,1.93688,-4.35,0.3829969,0,0.7659937,0
0.7679937,1.937263,-4.35,0.3834969,0,0.7669937,0
0.7689937,1.937647,-4.35,0.3839968,0,0.7679937,0
0.7699937,1.938032,-4.35,0.3844968,0,0.7689937,0
0.7709936,1.938417,-4.35,0.3849968,0,0.7699937,0
0.7719936,1.938802,-4.35,0.3854968,0,0.7709936,0
0.7729936,1.939188,-4.35,0.3859968,0,0.7719936,0
0.7739936,1.939575,-4.35,0.3864968,0,0.7729936,0
0.7749936,1.939962,-4.35,0.3869968,0,0.7739936,0
0.7759936,1.940349,-4.35,0.3874968,0,0.7749936,0
0.7769936,1.940737,-4.35,0.3879968,0,0.7759936,0
0.7779936,1.941126,-4.35,0.3884968,0,0.7769936,0
0.7789935,1.941515,-4.35,0.3889968,0,0.7779936,0
0.7799935,1.941904,-4.35,0.3894968,0,0.7789935,0
0.7809935,1.942294,-4.35,0.3899968,0,0.7799935,0
0.7819935,1.942685,-4.35,0.3904968,0,0.7809935,0
0.7829935,1.943076,-4.35,0.3909968,0,0.7819935,0
0.7839935,1.943467,-4.35,0.3914967,0,0.7829935,0
0.7849935,1.943859,-4.35,0.3919967,0,0.7839935,0
0.7859935,1.944252,-4.35,0.3924967,0,0.7849935,0
0.7869934,1.944645,-4.35,0.3929967,0,0.7859935,0
0.7879934,1.945038,-4.35,0.3934967,0,0.7869934,0
0.7889934,1.945432,-4.35,0.3939967,0,0.7879934,0
0.7899934,1.945827,-4.35,0.3944967,0,0.7889934,0
0.7909934,1.946222,-4.35,0.3949967,0,0.7899934,0
0.7919934,1.946617,-4.35,0.3954967,0,0.7909934,0
0.7929934,1.947013,-4.35,0.3959967,0,0.7919934,0
0.7939934,1.94741,-4.35,0.3964967,0,0.7929934,0
0.7949933,1.947807,-4.35,0.3969967,0,0.7939934,0
0.7959933,1.948204,-4.35,0.3974967,0,0.7949933,0
0.7969933,1.948602,-4.35,0.3979967,0,0.7959933,0
0.7979933,1.949001,-4.35,0.3984967,0,0.7969933,0
0.7989933,1.9494,-4.35,0.3989967,0,0.7979933,0
0.7999933,1.949799,-4.35,0.3994966,0,0.7989933,0
0.8009933,1.950199,-4.35,0.3999966,0,0.7999933,0
0.8019933,1.9506,-4.35,0.4004966,0,0.8009933,0
0.8029932,1.951001,-4.35,0.4009966,0,0.8019933,0
0.8039932,1.951402,-4.35,0.4014966,0,0.8029932,0
0.8049932,1.951804,-4.35,0.4019966,0,0.8039932,0
0.8059932,1.952206,-4.35,0.4024966,0,0.8049932,0
0.8069932,1.95261,-4.35,0.4029966,0,0.8059932,0
0.8079932,1.953013,-4.35,0.4034966,0,0.8069932,0
0.8089932,1.953417,-4.35,0.4039966,0,0.8079932,0
0.8099931,1.953822,-4.35,0.4044966,0,0.8089932,0
0.8109931,1.954226,-4.35,0.4049966,0,0.8099931,0
0.8119931,1.954632,-4.35,0.4054966,0,0.8109931,0
0.8129931,1.955038,-4.35,0.4059966,0,0.8119931,0
0.8139931,1.955445,-4.35,0.4064966,0,0.8129931,0
0.8149931,1.955852,-4.35,0.4069965,0,0.8139931,0
0.8159931,1.956259,-4.35,0.4074965,0,0.8149931,0
0.8169931,1.956667,-4.35,0.4079965,0,0.8159931,0
0.817993,1.957076,-4.35,0.4084965,0,0.8169931,0
0.818993,1.957485,-4.35,0.4089965,0,0.817993,0
0.819993,1.957894,-4.35,0.4094965,0,0.818993,0
0.820993,1.958304,-4.35,0.4099965,0,0.819993,0
0.821993,1.958714,-4.35,0.4104965,0,0.820993,0
0.822993,1.959126,-4.35,0.4109965,0,0.821993,0
0.823993,1.959537,-4.35,0.4114965,0,0.822993,0
0.824993,1.959949,-4.35,0.4119965,0,0.823993,0
0.8259929,1.960361,-4.35,0.4124965,0,0.824993,0
0.8269929,1.960774,-4.35,0.4129965,0,0.8259929,0
0.8279929,1.961188,-4.35,0.4134965,0,0.8269929,0
0.8289929,1.961602,-4.35,0.4139965,0,0.8279929,0
0.8299929,1.962016,-4.35,0.4144965,0,0.8289929,0
0.8309929,1.962431,-4.35,0.4149964,0,0.8299929,0
0.8319929,1.962847,-4.35,0.4154964,0,0.8309929,0
0.8329929,1.963263,-4.35,0.4159964,0,0.8319929,0
0.8339928,1.963679,-4.35,0.4164964,0,0.8329929,0
0.8349928,1.964096,-4.35,0.4169964,0,0.8339928,0
0.8359928,1.964514,-4.35,0.4174964,0,0.8349928,0
0.8369928,1.964932,-4.35,0.4179964,0,0.8359928,0
0.8379928,1.96535,-4.35,0.4184964,0,0.8369928,0
0.8389928,1.965769,-4.35,0.4189964,0,0.8379928,0
0.8399928,1.966189,-4.35,0.4194964,0,0.8389928,0
0.8409927,1.966609,-4.35,0.4199964,0,0.8399928,0
0.8419927,1.967029,-4.35,0.4204964,0,0.8409927,0
0.8429927,1.96745,-4.35,0.4209964,0,0.8419927,0
0.8439927,1.967872,-4.35,0.4214964,0,0.8429927,0
0.8449927,1.968294,-4.35,0.4219964,0,0.8439927,0
0.8459927,1.968716,-4.35,0.4224963,0,0.8449927,0
0.8469927,1.969139,-4.35,0.4229963,0,0.8459927,0
0.8479927,1.969563,-4.35,0.4234963,0,0.8469927,0
0.8489926,1.969987,-4.35,0.4239963,0,0.8479927,0
0.8499926,1.970411,-4.35,0.4244963,0,0.8489926,0
0.8509926,1.970836,-4.35,0.4249963,0,0.8499926,0
0.8519926,1.971262,-4.35,0.4254963,0,0.8509926,0
0.8529926,1.971688,-4.35,0.4259963,0,0.8519926,0
0.8539926,1.972114,-4.35,0.4264963,0,0.8529926,0
0.8549926,1.972541,-4.35,0.4269963,0,0.8539926,0
0.8559926,1.972969,-4.35,0.4274963,0,0.8549926,0
0.8569925,1.973397,-4.35,0.4279963,0,0.8559926,0
0.8579925,1.973825,-4.35,0.4284963,0,0.8569925,0
0.8589925,1.974254,-4.35,0.4289963,0,0.8579925,0
0.8599925,1.974684,-4.35,0.4294963,0,0.8589925,0
0.8609925,1.975114,-4.35,0.4299963,0,0.8599925,0
0.8619925,1.975544,-4.35,0.4304962,0,0.8609925,0
0.8629925,1.975975,-4.35,0.4309962,0,0.8619925,0
0.8639925,1.976407,-4.35,0.4314962,0,0.8629925,0
0.8649924,1.976839,-4.35,0.4319962,0,0.8639925,0
0.8659924,1.977271,-4.35,0.4324962,0,0.8649924,0
0.8669924,1.977704,-4.35,0.4329962,0,0.8659924,0
0.8679924,1.978138,-4.35,0.4334962,0,0.8669924,0
0.8689924,1.978572,-4.35,0.4339962,0,0.8679924,0
0.8699924,1.979006,-4.35,0.4344962,0,0.8689924,0
0.8709924,1.979441,-4.35,0.4349962,0,0.8699924,0
0.8719923,1.979877,-4.35,0.4354962,0,0.8709924,0
0.8729923,1.980313,-4.35,0.4359962,0,0.8719923,0
0.8739923,1.980749,-4.35,0.4364962,0,0.8729923,0
0.8749923,1.981186,-4.35,0.4369962,0,0.8739923,0
0.8759923,1.981624,-4.35,0.4374962,0,0.8749923,0
0.8769923,1.982062,-4.35,0.4379961,0,0.8759923,0
